fly,signal,target,lag_ms,r
a2_s_03,a2_l_rate,yaw,-500,-0.14723383307766652
a2_s_03,a2_l_rate,yaw,-490,-0.14744571429429676
a2_s_03,a2_l_rate,yaw,-480,-0.1476941918935239
a2_s_03,a2_l_rate,yaw,-470,-0.14801028197661634
a2_s_03,a2_l_rate,yaw,-460,-0.14840596916960963
a2_s_03,a2_l_rate,yaw,-450,-0.1488953418767554
a2_s_03,a2_l_rate,yaw,-440,-0.14943452538065718
a2_s_03,a2_l_rate,yaw,-430,-0.1499856168621308
a2_s_03,a2_l_rate,yaw,-420,-0.15053728568745198
a2_s_03,a2_l_rate,yaw,-410,-0.15106679077923504
a2_s_03,a2_l_rate,yaw,-400,-0.1515946319124179
a2_s_03,a2_l_rate,yaw,-390,-0.15212956240421072
a2_s_03,a2_l_rate,yaw,-380,-0.15268500865443577
a2_s_03,a2_l_rate,yaw,-370,-0.15323628336151002
a2_s_03,a2_l_rate,yaw,-360,-0.1537700967419862
a2_s_03,a2_l_rate,yaw,-350,-0.15429448871123572
a2_s_03,a2_l_rate,yaw,-340,-0.15481280624822955
a2_s_03,a2_l_rate,yaw,-330,-0.15533911302270806
a2_s_03,a2_l_rate,yaw,-320,-0.1558786072098819
a2_s_03,a2_l_rate,yaw,-310,-0.1564198035727068
a2_s_03,a2_l_rate,yaw,-300,-0.1569396312332194
a2_s_03,a2_l_rate,yaw,-290,-0.1574250437613373
a2_s_03,a2_l_rate,yaw,-280,-0.1578708813150965
a2_s_03,a2_l_rate,yaw,-270,-0.15826991459142012
a2_s_03,a2_l_rate,yaw,-260,-0.15862106403404128
a2_s_03,a2_l_rate,yaw,-250,-0.1589381594231701
a2_s_03,a2_l_rate,yaw,-240,-0.15927261130968515
a2_s_03,a2_l_rate,yaw,-230,-0.159646031250571
a2_s_03,a2_l_rate,yaw,-220,-0.16009667284278484
a2_s_03,a2_l_rate,yaw,-210,-0.1606901959434494
a2_s_03,a2_l_rate,yaw,-200,-0.16145872423271967
a2_s_03,a2_l_rate,yaw,-190,-0.16243753188038398
a2_s_03,a2_l_rate,yaw,-180,-0.16364227678925025
a2_s_03,a2_l_rate,yaw,-170,-0.16503826751984715
a2_s_03,a2_l_rate,yaw,-160,-0.16656232698869933
a2_s_03,a2_l_rate,yaw,-150,-0.16813685253767724
a2_s_03,a2_l_rate,yaw,-140,-0.16964789898999688
a2_s_03,a2_l_rate,yaw,-130,-0.17093007784133568
a2_s_03,a2_l_rate,yaw,-120,-0.17179738675321862
a2_s_03,a2_l_rate,yaw,-110,-0.17204451116004316
a2_s_03,a2_l_rate,yaw,-100,-0.17146523841840663
a2_s_03,a2_l_rate,yaw,-90,-0.1698838732910622
a2_s_03,a2_l_rate,yaw,-80,-0.16716167742875956
a2_s_03,a2_l_rate,yaw,-70,-0.1632612028976281
a2_s_03,a2_l_rate,yaw,-60,-0.1582650850227928
a2_s_03,a2_l_rate,yaw,-50,-0.1523731688892973
a2_s_03,a2_l_rate,yaw,-40,-0.14591382680491047
a2_s_03,a2_l_rate,yaw,-30,-0.13936815261540036
a2_s_03,a2_l_rate,yaw,-20,-0.13333243926404734
a2_s_03,a2_l_rate,yaw,-10,-0.12847866054880655
a2_s_03,a2_l_rate,yaw,0,-0.12549754122957207
a2_s_03,a2_l_rate,yaw,10,-0.1250510936499314
a2_s_03,a2_l_rate,yaw,20,-0.12753477967784516
a2_s_03,a2_l_rate,yaw,30,-0.1332029024979348
a2_s_03,a2_l_rate,yaw,40,-0.14203755801906778
a2_s_03,a2_l_rate,yaw,50,-0.15372262846462495
a2_s_03,a2_l_rate,yaw,60,-0.167711960002628
a2_s_03,a2_l_rate,yaw,70,-0.18319039192761588
a2_s_03,a2_l_rate,yaw,80,-0.19924167835683002
a2_s_03,a2_l_rate,yaw,90,-0.21487145947550554
a2_s_03,a2_l_rate,yaw,100,-0.2291290546258011
a2_s_03,a2_l_rate,yaw,110,-0.2412343167540924
a2_s_03,a2_l_rate,yaw,120,-0.250604602308197
a2_s_03,a2_l_rate,yaw,130,-0.25688384235062783
a2_s_03,a2_l_rate,yaw,140,-0.2599748972006764
a2_s_03,a2_l_rate,yaw,150,-0.2599739118825874
a2_s_03,a2_l_rate,yaw,160,-0.2572320717333306
a2_s_03,a2_l_rate,yaw,170,-0.252218138036262
a2_s_03,a2_l_rate,yaw,180,-0.24548549628902844
a2_s_03,a2_l_rate,yaw,190,-0.23761919770536033
a2_s_03,a2_l_rate,yaw,200,-0.22912897274320645
a2_s_03,a2_l_rate,yaw,210,-0.22050355748558842
a2_s_03,a2_l_rate,yaw,220,-0.21215310760515022
a2_s_03,a2_l_rate,yaw,230,-0.20437483404847698
a2_s_03,a2_l_rate,yaw,240,-0.19740039054321185
a2_s_03,a2_l_rate,yaw,250,-0.19137407449543078
a2_s_03,a2_l_rate,yaw,260,-0.18633280018357729
a2_s_03,a2_l_rate,yaw,270,-0.1822684047492736
a2_s_03,a2_l_rate,yaw,280,-0.17910206684609925
a2_s_03,a2_l_rate,yaw,290,-0.17674655585531424
a2_s_03,a2_l_rate,yaw,300,-0.17509700394069963
a2_s_03,a2_l_rate,yaw,310,-0.17402595678694988
a2_s_03,a2_l_rate,yaw,320,-0.17338338343716772
a2_s_03,a2_l_rate,yaw,330,-0.17302424758905466
a2_s_03,a2_l_rate,yaw,340,-0.17281140288943408
a2_s_03,a2_l_rate,yaw,350,-0.17262963268891393
a2_s_03,a2_l_rate,yaw,360,-0.17240283204468532
a2_s_03,a2_l_rate,yaw,370,-0.17205294803882748
a2_s_03,a2_l_rate,yaw,380,-0.17156615937734487
a2_s_03,a2_l_rate,yaw,390,-0.17091930082678639
a2_s_03,a2_l_rate,yaw,400,-0.17011466069756315
a2_s_03,a2_l_rate,yaw,410,-0.16918052912289938
a2_s_03,a2_l_rate,yaw,420,-0.1681890884093004
a2_s_03,a2_l_rate,yaw,430,-0.16719546267231605
a2_s_03,a2_l_rate,yaw,440,-0.16623305634469748
a2_s_03,a2_l_rate,yaw,450,-0.16536996846237395
a2_s_03,a2_l_rate,yaw,460,-0.1646247216351154
a2_s_03,a2_l_rate,yaw,470,-0.1640053742562413
a2_s_03,a2_l_rate,yaw,480,-0.16349573803047762
a2_s_03,a2_l_rate,yaw,490,-0.1630632305211441
a2_s_03,a2_l_rate,yaw,500,-0.1626814576052225
a2_s_04,a2_l_rate,yaw,-500,-0.19025084102120715
a2_s_04,a2_l_rate,yaw,-490,-0.19191024568965015
a2_s_04,a2_l_rate,yaw,-480,-0.19353631146386266
a2_s_04,a2_l_rate,yaw,-470,-0.1951638771544204
a2_s_04,a2_l_rate,yaw,-460,-0.1968339483013752
a2_s_04,a2_l_rate,yaw,-450,-0.19856867142472356
a2_s_04,a2_l_rate,yaw,-440,-0.2003956555269126
a2_s_04,a2_l_rate,yaw,-430,-0.20234159464513785
a2_s_04,a2_l_rate,yaw,-420,-0.2044135390396046
a2_s_04,a2_l_rate,yaw,-410,-0.2066249078797071
a2_s_04,a2_l_rate,yaw,-400,-0.2089779789329328
a2_s_04,a2_l_rate,yaw,-390,-0.211463853363704
a2_s_04,a2_l_rate,yaw,-380,-0.21407450733407957
a2_s_04,a2_l_rate,yaw,-370,-0.21679240450655637
a2_s_04,a2_l_rate,yaw,-360,-0.21959109016934372
a2_s_04,a2_l_rate,yaw,-350,-0.22244658358700842
a2_s_04,a2_l_rate,yaw,-340,-0.22533678384769296
a2_s_04,a2_l_rate,yaw,-330,-0.2282507341482258
a2_s_04,a2_l_rate,yaw,-320,-0.23118864729439598
a2_s_04,a2_l_rate,yaw,-310,-0.23416307227724778
a2_s_04,a2_l_rate,yaw,-300,-0.23718802983575382
a2_s_04,a2_l_rate,yaw,-290,-0.240276177133249
a2_s_04,a2_l_rate,yaw,-280,-0.24344788818451793
a2_s_04,a2_l_rate,yaw,-270,-0.2467102536921002
a2_s_04,a2_l_rate,yaw,-260,-0.25007625112828474
a2_s_04,a2_l_rate,yaw,-250,-0.25356198444343125
a2_s_04,a2_l_rate,yaw,-240,-0.2571876149454726
a2_s_04,a2_l_rate,yaw,-230,-0.260985293315983
a2_s_04,a2_l_rate,yaw,-220,-0.26496907287193044
a2_s_04,a2_l_rate,yaw,-210,-0.2691447403595219
a2_s_04,a2_l_rate,yaw,-200,-0.27350491094620566
a2_s_04,a2_l_rate,yaw,-190,-0.27802616190594565
a2_s_04,a2_l_rate,yaw,-180,-0.2826504086785065
a2_s_04,a2_l_rate,yaw,-170,-0.28730385103570405
a2_s_04,a2_l_rate,yaw,-160,-0.2918797274085914
a2_s_04,a2_l_rate,yaw,-150,-0.2962560430746214
a2_s_04,a2_l_rate,yaw,-140,-0.30029188661868605
a2_s_04,a2_l_rate,yaw,-130,-0.3038304619716505
a2_s_04,a2_l_rate,yaw,-120,-0.3067053462675219
a2_s_04,a2_l_rate,yaw,-110,-0.30875274164167416
a2_s_04,a2_l_rate,yaw,-100,-0.30983378898137437
a2_s_04,a2_l_rate,yaw,-90,-0.3098421214008968
a2_s_04,a2_l_rate,yaw,-80,-0.3087175503560583
a2_s_04,a2_l_rate,yaw,-70,-0.3064607519474866
a2_s_04,a2_l_rate,yaw,-60,-0.303176488110492
a2_s_04,a2_l_rate,yaw,-50,-0.29904510203357376
a2_s_04,a2_l_rate,yaw,-40,-0.2943498296298327
a2_s_04,a2_l_rate,yaw,-30,-0.289484155795159
a2_s_04,a2_l_rate,yaw,-20,-0.28495200686614347
a2_s_04,a2_l_rate,yaw,-10,-0.28133393472475515
a2_s_04,a2_l_rate,yaw,0,-0.2792577106488122
a2_s_04,a2_l_rate,yaw,10,-0.279629614816117
a2_s_04,a2_l_rate,yaw,20,-0.2827029109693394
a2_s_04,a2_l_rate,yaw,30,-0.28884772385217883
a2_s_04,a2_l_rate,yaw,40,-0.2982263452122799
a2_s_04,a2_l_rate,yaw,50,-0.31073756436485517
a2_s_04,a2_l_rate,yaw,60,-0.32604666639335694
a2_s_04,a2_l_rate,yaw,70,-0.3435803332834426
a2_s_04,a2_l_rate,yaw,80,-0.36257199154589814
a2_s_04,a2_l_rate,yaw,90,-0.3821210070163897
a2_s_04,a2_l_rate,yaw,100,-0.40130145013715396
a2_s_04,a2_l_rate,yaw,110,-0.4192223763315086
a2_s_04,a2_l_rate,yaw,120,-0.4351113899987765
a2_s_04,a2_l_rate,yaw,130,-0.44837371610726073
a2_s_04,a2_l_rate,yaw,140,-0.4586128495358528
a2_s_04,a2_l_rate,yaw,150,-0.4656409135923503
a2_s_04,a2_l_rate,yaw,160,-0.4694587630946562
a2_s_04,a2_l_rate,yaw,170,-0.4702364903980683
a2_s_04,a2_l_rate,yaw,180,-0.4682810073182399
a2_s_04,a2_l_rate,yaw,190,-0.4639899623179439
a2_s_04,a2_l_rate,yaw,200,-0.45782625062402504
a2_s_04,a2_l_rate,yaw,210,-0.4502730768476411
a2_s_04,a2_l_rate,yaw,220,-0.44180196883284634
a2_s_04,a2_l_rate,yaw,230,-0.4328479335564144
a2_s_04,a2_l_rate,yaw,240,-0.42377758486543077
a2_s_04,a2_l_rate,yaw,250,-0.41488741122901157
a2_s_04,a2_l_rate,yaw,260,-0.4064175306292952
a2_s_04,a2_l_rate,yaw,270,-0.39851784157456543
a2_s_04,a2_l_rate,yaw,280,-0.39128366151671207
a2_s_04,a2_l_rate,yaw,290,-0.3847535207789913
a2_s_04,a2_l_rate,yaw,300,-0.37891828348541673
a2_s_04,a2_l_rate,yaw,310,-0.37371330360733734
a2_s_04,a2_l_rate,yaw,320,-0.36906762758974904
a2_s_04,a2_l_rate,yaw,330,-0.36489123135150153
a2_s_04,a2_l_rate,yaw,340,-0.3610973439852186
a2_s_04,a2_l_rate,yaw,350,-0.3576012733157781
a2_s_04,a2_l_rate,yaw,360,-0.354336542413055
a2_s_04,a2_l_rate,yaw,370,-0.35124647287362587
a2_s_04,a2_l_rate,yaw,380,-0.348290892578431
a2_s_04,a2_l_rate,yaw,390,-0.34544759227507105
a2_s_04,a2_l_rate,yaw,400,-0.34272078013413154
a2_s_04,a2_l_rate,yaw,410,-0.34010988143354925
a2_s_04,a2_l_rate,yaw,420,-0.33762202873213176
a2_s_04,a2_l_rate,yaw,430,-0.3352664278395939
a2_s_04,a2_l_rate,yaw,440,-0.33304418623354093
a2_s_04,a2_l_rate,yaw,450,-0.3309391842557328
a2_s_04,a2_l_rate,yaw,460,-0.3289354056430616
a2_s_04,a2_l_rate,yaw,470,-0.32700534093501193
a2_s_04,a2_l_rate,yaw,480,-0.32512580552098713
a2_s_04,a2_l_rate,yaw,490,-0.3232478532527641
a2_s_04,a2_l_rate,yaw,500,-0.3213356086010584
a2_s_05,a2_l_rate,yaw,-500,-0.02727089010661628
a2_s_05,a2_l_rate,yaw,-490,-0.028942855968973447
a2_s_05,a2_l_rate,yaw,-480,-0.030666457019346283
a2_s_05,a2_l_rate,yaw,-470,-0.032438140699187996
a2_s_05,a2_l_rate,yaw,-460,-0.034268512569153316
a2_s_05,a2_l_rate,yaw,-450,-0.036155705954867334
a2_s_05,a2_l_rate,yaw,-440,-0.038125468666569066
a2_s_05,a2_l_rate,yaw,-430,-0.04019121727587991
a2_s_05,a2_l_rate,yaw,-420,-0.04235799257803301
a2_s_05,a2_l_rate,yaw,-410,-0.04463390428903903
a2_s_05,a2_l_rate,yaw,-400,-0.047030100636486175
a2_s_05,a2_l_rate,yaw,-390,-0.04954271574497591
a2_s_05,a2_l_rate,yaw,-380,-0.05220581184103192
a2_s_05,a2_l_rate,yaw,-370,-0.05506727793251647
a2_s_05,a2_l_rate,yaw,-360,-0.05816765882116359
a2_s_05,a2_l_rate,yaw,-350,-0.061552257287648675
a2_s_05,a2_l_rate,yaw,-340,-0.06522424990337172
a2_s_05,a2_l_rate,yaw,-330,-0.06918025667564676
a2_s_05,a2_l_rate,yaw,-320,-0.07339373503233247
a2_s_05,a2_l_rate,yaw,-310,-0.07785619070687895
a2_s_05,a2_l_rate,yaw,-300,-0.08251159348185465
a2_s_05,a2_l_rate,yaw,-290,-0.08732334793329508
a2_s_05,a2_l_rate,yaw,-280,-0.09226046215167372
a2_s_05,a2_l_rate,yaw,-270,-0.09725944766596854
a2_s_05,a2_l_rate,yaw,-260,-0.10231194142065199
a2_s_05,a2_l_rate,yaw,-250,-0.10740045023880909
a2_s_05,a2_l_rate,yaw,-240,-0.11251101305112889
a2_s_05,a2_l_rate,yaw,-230,-0.11761270142359848
a2_s_05,a2_l_rate,yaw,-220,-0.12266921545790108
a2_s_05,a2_l_rate,yaw,-210,-0.1276712121010535
a2_s_05,a2_l_rate,yaw,-200,-0.1325795030708412
a2_s_05,a2_l_rate,yaw,-190,-0.13735888919149392
a2_s_05,a2_l_rate,yaw,-180,-0.1419829355449307
a2_s_05,a2_l_rate,yaw,-170,-0.14639104514730458
a2_s_05,a2_l_rate,yaw,-160,-0.1505180909162911
a2_s_05,a2_l_rate,yaw,-150,-0.15430114959767238
a2_s_05,a2_l_rate,yaw,-140,-0.1576652609360084
a2_s_05,a2_l_rate,yaw,-130,-0.1605238918353695
a2_s_05,a2_l_rate,yaw,-120,-0.16277983726777076
a2_s_05,a2_l_rate,yaw,-110,-0.16437931004497885
a2_s_05,a2_l_rate,yaw,-100,-0.16532193547613822
a2_s_05,a2_l_rate,yaw,-90,-0.1656622883236162
a2_s_05,a2_l_rate,yaw,-80,-0.16552567336332777
a2_s_05,a2_l_rate,yaw,-70,-0.1651138783605986
a2_s_05,a2_l_rate,yaw,-60,-0.164730377845897
a2_s_05,a2_l_rate,yaw,-50,-0.16476357532313352
a2_s_05,a2_l_rate,yaw,-40,-0.16567023191129876
a2_s_05,a2_l_rate,yaw,-30,-0.16794025384459774
a2_s_05,a2_l_rate,yaw,-20,-0.1720446532234755
a2_s_05,a2_l_rate,yaw,-10,-0.1784115158110551
a2_s_05,a2_l_rate,yaw,0,-0.18743353592280404
a2_s_05,a2_l_rate,yaw,10,-0.19928767785138662
a2_s_05,a2_l_rate,yaw,20,-0.21420124755453976
a2_s_05,a2_l_rate,yaw,30,-0.23213277949343175
a2_s_05,a2_l_rate,yaw,40,-0.25285813288760645
a2_s_05,a2_l_rate,yaw,50,-0.2759075752325887
a2_s_05,a2_l_rate,yaw,60,-0.30062199900558206
a2_s_05,a2_l_rate,yaw,70,-0.32618876998756463
a2_s_05,a2_l_rate,yaw,80,-0.3516681302563983
a2_s_05,a2_l_rate,yaw,90,-0.3760870120301401
a2_s_05,a2_l_rate,yaw,100,-0.398529231412767
a2_s_05,a2_l_rate,yaw,110,-0.4181825554074361
a2_s_05,a2_l_rate,yaw,120,-0.43437613884962484
a2_s_05,a2_l_rate,yaw,130,-0.4466301262344181
a2_s_05,a2_l_rate,yaw,140,-0.45469118455561874
a2_s_05,a2_l_rate,yaw,150,-0.45850267443452536
a2_s_05,a2_l_rate,yaw,160,-0.4582147827355245
a2_s_05,a2_l_rate,yaw,170,-0.4541442768370496
a2_s_05,a2_l_rate,yaw,180,-0.44672537922521327
a2_s_05,a2_l_rate,yaw,190,-0.43644089014687676
a2_s_05,a2_l_rate,yaw,200,-0.42382728307235423
a2_s_05,a2_l_rate,yaw,210,-0.40945304296627943
a2_s_05,a2_l_rate,yaw,220,-0.3938402313324707
a2_s_05,a2_l_rate,yaw,230,-0.37747443149544024
a2_s_05,a2_l_rate,yaw,240,-0.3607878409643509
a2_s_05,a2_l_rate,yaw,250,-0.3441581461261265
a2_s_05,a2_l_rate,yaw,260,-0.32788033575922026
a2_s_05,a2_l_rate,yaw,270,-0.31219101124438875
a2_s_05,a2_l_rate,yaw,280,-0.2972624267709416
a2_s_05,a2_l_rate,yaw,290,-0.28322172875224144
a2_s_05,a2_l_rate,yaw,300,-0.27014746795171635
a2_s_05,a2_l_rate,yaw,310,-0.258088259298026
a2_s_05,a2_l_rate,yaw,320,-0.2470724582487213
a2_s_05,a2_l_rate,yaw,330,-0.23711228014861094
a2_s_05,a2_l_rate,yaw,340,-0.22817565131258188
a2_s_05,a2_l_rate,yaw,350,-0.22020605903619436
a2_s_05,a2_l_rate,yaw,360,-0.21314406560516896
a2_s_05,a2_l_rate,yaw,370,-0.2068932735454684
a2_s_05,a2_l_rate,yaw,380,-0.20134939410781635
a2_s_05,a2_l_rate,yaw,390,-0.1964159556012934
a2_s_05,a2_l_rate,yaw,400,-0.19200010412219126
a2_s_05,a2_l_rate,yaw,410,-0.18804488322606333
a2_s_05,a2_l_rate,yaw,420,-0.18447966764286397
a2_s_05,a2_l_rate,yaw,430,-0.18126345333549523
a2_s_05,a2_l_rate,yaw,440,-0.17835427062263845
a2_s_05,a2_l_rate,yaw,450,-0.17570616327171462
a2_s_05,a2_l_rate,yaw,460,-0.17325531123297797
a2_s_05,a2_l_rate,yaw,470,-0.1709381047771616
a2_s_05,a2_l_rate,yaw,480,-0.16870599898329536
a2_s_05,a2_l_rate,yaw,490,-0.166493681997868
a2_s_05,a2_l_rate,yaw,500,-0.16425223529717656
a2_s_06,a2_l_rate,yaw,-500,-0.24497819767168777
a2_s_06,a2_l_rate,yaw,-490,-0.24703352123866396
a2_s_06,a2_l_rate,yaw,-480,-0.2489132790733154
a2_s_06,a2_l_rate,yaw,-470,-0.250608480389191
a2_s_06,a2_l_rate,yaw,-460,-0.25215124105796094
a2_s_06,a2_l_rate,yaw,-450,-0.25358398354277534
a2_s_06,a2_l_rate,yaw,-440,-0.25494395001081915
a2_s_06,a2_l_rate,yaw,-430,-0.25627479679929827
a2_s_06,a2_l_rate,yaw,-420,-0.25761416965564315
a2_s_06,a2_l_rate,yaw,-410,-0.25898685333936694
a2_s_06,a2_l_rate,yaw,-400,-0.2604141927802056
a2_s_06,a2_l_rate,yaw,-390,-0.2619143933480799
a2_s_06,a2_l_rate,yaw,-380,-0.2635099510947464
a2_s_06,a2_l_rate,yaw,-370,-0.26523265745102204
a2_s_06,a2_l_rate,yaw,-360,-0.26710248495765077
a2_s_06,a2_l_rate,yaw,-350,-0.2691316593320245
a2_s_06,a2_l_rate,yaw,-340,-0.27134591167638095
a2_s_06,a2_l_rate,yaw,-330,-0.2737588789495143
a2_s_06,a2_l_rate,yaw,-320,-0.2763774273952226
a2_s_06,a2_l_rate,yaw,-310,-0.27920177668223906
a2_s_06,a2_l_rate,yaw,-300,-0.28222673734854
a2_s_06,a2_l_rate,yaw,-290,-0.28544749899987465
a2_s_06,a2_l_rate,yaw,-280,-0.288846268018766
a2_s_06,a2_l_rate,yaw,-270,-0.2923939015420479
a2_s_06,a2_l_rate,yaw,-260,-0.29605434655944635
a2_s_06,a2_l_rate,yaw,-250,-0.29977283691664997
a2_s_06,a2_l_rate,yaw,-240,-0.303499705417202
a2_s_06,a2_l_rate,yaw,-230,-0.30718061853818174
a2_s_06,a2_l_rate,yaw,-220,-0.31075309012937874
a2_s_06,a2_l_rate,yaw,-210,-0.31416827112241147
a2_s_06,a2_l_rate,yaw,-200,-0.31737823499142487
a2_s_06,a2_l_rate,yaw,-190,-0.32031124581082765
a2_s_06,a2_l_rate,yaw,-180,-0.32290778261092284
a2_s_06,a2_l_rate,yaw,-170,-0.3251276618412504
a2_s_06,a2_l_rate,yaw,-160,-0.32694269276467736
a2_s_06,a2_l_rate,yaw,-150,-0.32835225360595766
a2_s_06,a2_l_rate,yaw,-140,-0.3293742523152563
a2_s_06,a2_l_rate,yaw,-130,-0.33002452311619196
a2_s_06,a2_l_rate,yaw,-120,-0.3303373219214365
a2_s_06,a2_l_rate,yaw,-110,-0.330351857631966
a2_s_06,a2_l_rate,yaw,-100,-0.330121437941426
a2_s_06,a2_l_rate,yaw,-90,-0.32972661691294025
a2_s_06,a2_l_rate,yaw,-80,-0.32929148272056663
a2_s_06,a2_l_rate,yaw,-70,-0.32899879153955297
a2_s_06,a2_l_rate,yaw,-60,-0.3290797038204217
a2_s_06,a2_l_rate,yaw,-50,-0.329813611059755
a2_s_06,a2_l_rate,yaw,-40,-0.33152547925190706
a2_s_06,a2_l_rate,yaw,-30,-0.33454895188122863
a2_s_06,a2_l_rate,yaw,-20,-0.33918832895295775
a2_s_06,a2_l_rate,yaw,-10,-0.3456768961053106
a2_s_06,a2_l_rate,yaw,0,-0.35412406173401173
a2_s_06,a2_l_rate,yaw,10,-0.3647323744805177
a2_s_06,a2_l_rate,yaw,20,-0.37715580107243657
a2_s_06,a2_l_rate,yaw,30,-0.391141494301096
a2_s_06,a2_l_rate,yaw,40,-0.40629136901816837
a2_s_06,a2_l_rate,yaw,50,-0.42209955771670227
a2_s_06,a2_l_rate,yaw,60,-0.4379727602174113
a2_s_06,a2_l_rate,yaw,70,-0.45324177032343
a2_s_06,a2_l_rate,yaw,80,-0.46719515742429285
a2_s_06,a2_l_rate,yaw,90,-0.47915838020176005
a2_s_06,a2_l_rate,yaw,100,-0.4885532336753648
a2_s_06,a2_l_rate,yaw,110,-0.4949580802836212
a2_s_06,a2_l_rate,yaw,120,-0.4981318739014386
a2_s_06,a2_l_rate,yaw,130,-0.49802124573981577
a2_s_06,a2_l_rate,yaw,140,-0.49478106910472575
a2_s_06,a2_l_rate,yaw,150,-0.48873111493300003
a2_s_06,a2_l_rate,yaw,160,-0.48029820224803743
a2_s_06,a2_l_rate,yaw,170,-0.46998123065585223
a2_s_06,a2_l_rate,yaw,180,-0.45831335289415415
a2_s_06,a2_l_rate,yaw,190,-0.4458197026227628
a2_s_06,a2_l_rate,yaw,200,-0.4330016847437335
a2_s_06,a2_l_rate,yaw,210,-0.42032852708103974
a2_s_06,a2_l_rate,yaw,220,-0.4082043899243585
a2_s_06,a2_l_rate,yaw,230,-0.39695356724267705
a2_s_06,a2_l_rate,yaw,240,-0.38679602844606065
a2_s_06,a2_l_rate,yaw,250,-0.3778602348006798
a2_s_06,a2_l_rate,yaw,260,-0.37017330807077603
a2_s_06,a2_l_rate,yaw,270,-0.36369378517594403
a2_s_06,a2_l_rate,yaw,280,-0.35831203093137964
a2_s_06,a2_l_rate,yaw,290,-0.35387213914343907
a2_s_06,a2_l_rate,yaw,300,-0.3502039458323472
a2_s_06,a2_l_rate,yaw,310,-0.3471470452760727
a2_s_06,a2_l_rate,yaw,320,-0.3445509904812602
a2_s_06,a2_l_rate,yaw,330,-0.3422769978039843
a2_s_06,a2_l_rate,yaw,340,-0.34021658799246646
a2_s_06,a2_l_rate,yaw,350,-0.3382863090062319
a2_s_06,a2_l_rate,yaw,360,-0.336405830749568
a2_s_06,a2_l_rate,yaw,370,-0.334498458829509
a2_s_06,a2_l_rate,yaw,380,-0.33250065690801667
a2_s_06,a2_l_rate,yaw,390,-0.3303554564025681
a2_s_06,a2_l_rate,yaw,400,-0.32804085660743426
a2_s_06,a2_l_rate,yaw,410,-0.3255503376432997
a2_s_06,a2_l_rate,yaw,420,-0.32293426847330425
a2_s_06,a2_l_rate,yaw,430,-0.32025896299213286
a2_s_06,a2_l_rate,yaw,440,-0.31760443779279784
a2_s_06,a2_l_rate,yaw,450,-0.3150652556251172
a2_s_06,a2_l_rate,yaw,460,-0.31269376980646035
a2_s_06,a2_l_rate,yaw,470,-0.31051980877211766
a2_s_06,a2_l_rate,yaw,480,-0.3085348032533
a2_s_06,a2_l_rate,yaw,490,-0.30670534820287354
a2_s_06,a2_l_rate,yaw,500,-0.30498147320363694
a1_s_02,a1_l_rate,yaw,-500,-0.09086993566278663
a1_s_02,a1_l_rate,yaw,-490,-0.09092928890879898
a1_s_02,a1_l_rate,yaw,-480,-0.09103205129312289
a1_s_02,a1_l_rate,yaw,-470,-0.09121070857316721
a1_s_02,a1_l_rate,yaw,-460,-0.09151256362343671
a1_s_02,a1_l_rate,yaw,-450,-0.09194593649803406
a1_s_02,a1_l_rate,yaw,-440,-0.09253080341385551
a1_s_02,a1_l_rate,yaw,-430,-0.09324986661005844
a1_s_02,a1_l_rate,yaw,-420,-0.09407370800687953
a1_s_02,a1_l_rate,yaw,-410,-0.09497257179318723
a1_s_02,a1_l_rate,yaw,-400,-0.09590301454466409
a1_s_02,a1_l_rate,yaw,-390,-0.09681760397779304
a1_s_02,a1_l_rate,yaw,-380,-0.09768647547228178
a1_s_02,a1_l_rate,yaw,-370,-0.09848148417663435
a1_s_02,a1_l_rate,yaw,-360,-0.09914940946590112
a1_s_02,a1_l_rate,yaw,-350,-0.09966700912377717
a1_s_02,a1_l_rate,yaw,-340,-0.10003107433673714
a1_s_02,a1_l_rate,yaw,-330,-0.10026558426471865
a1_s_02,a1_l_rate,yaw,-320,-0.100408132708291
a1_s_02,a1_l_rate,yaw,-310,-0.10050633791838341
a1_s_02,a1_l_rate,yaw,-300,-0.1006338182631367
a1_s_02,a1_l_rate,yaw,-290,-0.10084582759266919
a1_s_02,a1_l_rate,yaw,-280,-0.10119908136655692
a1_s_02,a1_l_rate,yaw,-270,-0.10172899625591622
a1_s_02,a1_l_rate,yaw,-260,-0.10246053701159334
a1_s_02,a1_l_rate,yaw,-250,-0.10341890180425664
a1_s_02,a1_l_rate,yaw,-240,-0.10463986202657889
a1_s_02,a1_l_rate,yaw,-230,-0.1061439708478793
a1_s_02,a1_l_rate,yaw,-220,-0.10795664967470078
a1_s_02,a1_l_rate,yaw,-210,-0.11008413107989762
a1_s_02,a1_l_rate,yaw,-200,-0.11255445552057639
a1_s_02,a1_l_rate,yaw,-190,-0.11541295453816452
a1_s_02,a1_l_rate,yaw,-180,-0.1186921391261856
a1_s_02,a1_l_rate,yaw,-170,-0.12243402469267314
a1_s_02,a1_l_rate,yaw,-160,-0.12663817941821684
a1_s_02,a1_l_rate,yaw,-150,-0.1313091444983859
a1_s_02,a1_l_rate,yaw,-140,-0.1364313975902784
a1_s_02,a1_l_rate,yaw,-130,-0.14198614417753017
a1_s_02,a1_l_rate,yaw,-120,-0.1479722562916896
a1_s_02,a1_l_rate,yaw,-110,-0.15440271421427634
