group_id,canonical,leg,joint,bodyId,type,instance,somaSide,somaNeuromere,display_evidence_class,legacy_comparison,physiological_action_in_this_cell_measured
T1R:knee_flexor,knee_flexor,T1R,femur-tibia,1050091581,Acc. ti flexor MN,Acc. ti flexor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:knee_flexor,knee_flexor,T1R,femur-tibia,1050126678,Acc. ti flexor MN,Acc. ti flexor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:knee_flexor,knee_flexor,T1R,femur-tibia,1050156705,Acc. ti flexor MN,Acc. ti flexor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:knee_flexor,knee_flexor,T1R,femur-tibia,1050189039,Ti flexor MN,Ti flexor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:knee_flexor,knee_flexor,T1R,femur-tibia,1050268065,Acc. ti flexor MN,Acc. ti flexor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_pra,root_pra,T1R,thorax-coxa,803314,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_pra,root_pra,T1R,thorax-coxa,805313,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,R,T1,annotation_only,different_joint_or_action,False
T1R:root_sad,root_sad,T1R,thorax-coxa,815854,Sternal adductor MN,Sternal adductor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_sar,root_sar,T1R,thorax-coxa,801469,Sternal anterior rotator MN,Sternal anterior rotator MN_R,R,T1,annotation_only,legacy_target_missing,False
T1R:root_sar,root_sar,T1R,thorax-coxa,801918,Sternal anterior rotator MN,Sternal anterior rotator MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_spr,root_spr,T1R,thorax-coxa,805410,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_spr,root_spr,T1R,thorax-coxa,808011,Sternal posterior rotator MN,Sternal posterior rotator MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_promotor,root_promotor,T1R,thorax-coxa,801824,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,R,T1,annotation_only,different_joint_or_action,False
T1R:root_promotor,root_promotor,T1R,thorax-coxa,802072,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_promotor,root_promotor,T1R,thorax-coxa,805745,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T1R:root_promotor,root_promotor,T1R,thorax-coxa,810535,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,R,T1,confirmed_direction_candidate,muscle_label_and_mapped_action_agree,False
T2L:knee_extensor,knee_extensor,T2L,femur-tibia,800911,Ti extensor MN,Ti extensor MN_L,L,T2,annotation_only,legacy_target_missing,False
