edge_threshold,row_block,column_block,shared_pre,row_input_from_shared,row_input_weight,row_fraction
5,rm,ad,132,5113,39134,0.13065365155619155
5,rm,xm,11,855,39134,0.021848009403587672
5,ad,fl_L,132,17532,710798,0.02466523541146711
5,ad,fl_R,106,15255,710798,0.021461793646014762
5,ad,ml_L,204,25922,710798,0.03646887019940968
5,ad,ml_R,199,24433,710798,0.03437404157017887
5,ad,hl_L,550,145411,710798,0.20457429536942986
5,ad,hl_R,529,133104,710798,0.1872599528980104
5,ad,wm,866,87818,710798,0.12354846243236475
5,ad,hm,519,82797,710798,0.11648457086260794
5,ad,nm,442,41885,710798,0.05892672742466917
5,ad,am,166,28345,710798,0.0398777149063447
5,ad,pm,63,21745,710798,0.030592376455758175
5,ad,rm,132,12073,710798,0.016985135017262287
5,ad,ad,3295,710798,710798,1.0
5,ad,xm,124,70162,710798,0.09870877520758359
5,xm,fl_L,10,139,5286,0.026295875898600076
5,xm,fl_R,12,104,5286,0.019674612183125235
5,xm,ml_L,45,822,5286,0.15550510783200908
5,xm,ml_R,48,808,5286,0.15285660234581913
5,xm,hl_L,32,493,5286,0.0932652289065456
5,xm,hl_R,42,638,5286,0.12069617858494136
5,xm,wm,79,1696,5286,0.3208475217555808
5,xm,hm,21,318,5286,0.060158910329171394
5,xm,nm,24,251,5286,0.04748391978811956
5,xm,am,15,143,5286,0.0270525917517972
5,xm,pm,14,155,5286,0.029322739311388575
5,xm,rm,11,103,5286,0.019485433219825956
5,xm,ad,124,3289,5286,0.6222096102913356
5,xm,xm,231,5286,5286,1.0
10,fl_L,fl_L,981,139624,139624,1.0
10,fl_L,fl_R,60,6446,139624,0.04616684810634275
10,fl_L,ml_L,128,15965,139624,0.11434280639431617
10,fl_L,ml_R,36,2841,139624,0.020347504726981033
10,fl_L,hl_L,91,12954,139624,0.09277774594625565
10,fl_L,hl_R,44,3561,139624,0.02550421131037644
10,fl_L,wm,72,11390,139624,0.08157623331232453
10,fl_L,hm,18,3390,139624,0.024279493496820032
10,fl_L,nm,81,14869,139624,0.10649315303959205
10,fl_L,am,52,8384,139624,0.06004698332664871
10,fl_L,pm,26,5738,139624,0.0410960866326706
10,fl_L,rm,28,5097,139624,0.036505185354953305
10,fl_L,ad,70,11027,139624,0.07897639374319601
10,fl_L,xm,4,392,139624,0.0028075402509597203
10,fl_R,fl_L,60,6232,88333,0.07055120962720614
10,fl_R,fl_R,799,88333,88333,1.0
10,fl_R,ml_L,29,1200,88333,0.013584956924365753
10,fl_R,ml_R,106,9565,88333,0.10828342748463202
10,fl_R,hl_L,31,2169,88333,0.024554809640791098
10,fl_R,hl_R,83,7941,88333,0.08989845244699037
10,fl_R,wm,54,5801,88333,0.06567194593187144
10,fl_R,hm,12,1331,88333,0.015067981388609014
10,fl_R,nm,67,8818,88333,0.09982679179921433
10,fl_R,am,56,5439,88333,0.061573817259687774
10,fl_R,pm,31,4259,88333,0.04821527628406145
10,fl_R,rm,29,3700,88333,0.041886950516794405
10,fl_R,ad,60,6462,88333,0.07315499303770957
10,fl_R,xm,1,325,88333,0.0036792591670157244
10,ml_L,fl_L,128,20789,181176,0.11474477855786638
10,ml_L,fl_R,29,2191,181176,0.012093213229125271
10,ml_L,ml_L,1116,181176,181176,1.0
10,ml_L,ml_R,75,4450,181176,0.024561752108447035
10,ml_L,hl_L,204,26718,181176,0.14746986355808717
10,ml_L,hl_R,75,7235,181176,0.039933545281935795
10,ml_L,wm,287,62675,181176,0.34593434008919505
10,ml_L,hm,29,5610,181176,0.030964366141210755
10,ml_L,nm,65,14149,181176,0.07809533271514991
10,ml_L,am,34,8596,181176,0.04744557778072151
10,ml_L,pm,20,3857,181176,0.021288691658939374
10,ml_L,rm,14,3514,181176,0.01939550492338941
10,ml_L,ad,134,20975,181176,0.11577140460105091
10,ml_L,xm,19,6990,181176,0.038581269042257255
10,ml_R,fl_L,36,2872,159908,0.017960327188133177
10,ml_R,fl_R,106,16261,159908,0.1016897215899142
10,ml_R,ml_L,75,3802,159908,0.023776171298496636
10,ml_R,ml_R,1075,159908,159908,1.0
10,ml_R,hl_L,67,6900,159908,0.043149811141406307
10,ml_R,hl_R,195,23196,159908,0.14505840858493635
10,ml_R,wm,276,47833,159908,0.29912824874302724
10,ml_R,hm,26,4065,159908,0.025420866998524153
10,ml_R,nm,64,11444,159908,0.07156615053655851
10,ml_R,am,46,6196,159908,0.03874727968581935
10,ml_R,pm,24,3342,159908,0.02089951722240288
10,ml_R,rm,14,2970,159908,0.0185731795782575
10,ml_R,ad,129,18037,159908,0.11279610776196312
10,ml_R,xm,16,5381,159908,0.03365059909447932
10,hl_L,fl_L,91,14231,152707,0.09319153673374501
10,hl_L,fl_R,31,2484,152707,0.016266444891196868
10,hl_L,ml_L,204,24938,152707,0.16330620076355373
10,hl_L,ml_R,67,3618,152707,0.023692430602395436
10,hl_L,hl_L,1211,152707,152707,1.0
10,hl_L,hl_R,234,29047,152707,0.19021393911215595
10,hl_L,wm,175,17700,152707,0.1159082425821999
10,hl_L,hm,99,11151,152707,0.07302219282678593
10,hl_L,nm,73,11464,152707,0.07507186965888925
10,hl_L,am,44,6122,152707,0.04008984525922191
10,hl_L,pm,19,2240,152707,0.014668613750515693
10,hl_L,rm,15,2329,152707,0.015251429207567432
10,hl_L,ad,315,38880,152707,0.25460522438395095
10,hl_L,xm,14,779,152707,0.005101272371273092
10,hl_R,fl_L,44,5753,197748,0.02909258247871028
10,hl_R,fl_R,83,18003,197748,0.09104011165726075
10,hl_R,ml_L,75,5895,197748,0.02981066812306572
10,hl_R,ml_R,195,28909,197748,0.1461911119202217
10,hl_R,hl_L,234,32976,197748,0.16675769160750045
10,hl_R,hl_R,1306,197748,197748,1.0
10,hl_R,wm,154,21001,197748,0.10620082124724396
10,hl_R,hm,81,10645,197748,0.05383113862087101
10,hl_R,nm,63,12570,197748,0.06356575034892895
10,hl_R,am,50,7033,197748,0.03556546716022412
10,hl_R,pm,19,3189,197748,0.016126585351052856
10,hl_R,rm,14,3593,197748,0.01816958957865566
10,hl_R,ad,291,48649,197748,0.24601513036794304
10,hl_R,xm,16,1415,197748,0.007155571737767259
10,wm,fl_L,72,13315,529439,0.02514926176575583
10,wm,fl_R,54,10706,529439,0.020221404165541263
10,wm,ml_L,287,31278,529439,0.05907762745094336
10,wm,ml_R,276,29494,529439,0.055708023020593495
10,wm,hl_L,175,43011,529439,0.08123882071400104
10,wm,hl_R,154,38342,529439,0.07242005216842734
10,wm,wm,3525,529439,529439,1.0
10,wm,hm,502,80176,529439,0.15143576502675474
10,wm,nm,581,62011,529439,0.11712586341391548
10,wm,am,132,29693,529439,0.05608389257308207
10,wm,pm,24,7921,529439,0.014961119222422225
10,wm,rm,139,7602,529439,0.014358594663407871
10,wm,ad,511,108321,529439,0.2045958080156543
10,wm,xm,31,4735,529439,0.008943428799162887
10,hm,fl_L,18,1039,50129,0.020726525564044765
10,hm,fl_R,12,677,50129,0.013505156695725029
10,hm,ml_L,29,1728,50129,0.03447106465319476
10,hm,ml_R,26,1429,50129,0.028506453350356082
10,hm,hl_L,99,7092,50129,0.1414749945141535
10,hm,hl_R,81,5764,50129,0.11498334297512418
10,hm,wm,502,28902,50129,0.5765524945640248
10,hm,hm,899,50129,50129,1.0
10,hm,nm,343,20485,50129,0.40864569410919827
10,hm,am,60,4011,50129,0.08001356500229408
10,hm,pm,16,1083,50129,0.021604261006602964
10,hm,rm,87,5882,50129,0.117337269843803
10,hm,ad,304,19640,50129,0.39178918390552375
10,hm,xm,6,284,50129,0.005665383311057472
10,nm,fl_L,81,19199,251997,0.07618741492954281
10,nm,fl_R,67,14224,251997,0.05644511641011599
10,nm,ml_L,65,9428,251997,0.03741314380726755
10,nm,ml_R,64,9265,251997,0.036766310710048135
10,nm,hl_L,73,11327,251997,0.044948947804934185
10,nm,hl_R,63,11425,251997,0.04533784132350782
10,nm,wm,581,62872,251997,0.24949503367103576
10,nm,hm,343,59217,251997,0.2349908927487232
10,nm,nm,1771,251997,251997,1.0
10,nm,am,391,107732,251997,0.4275130259487216
10,nm,pm,93,21498,251997,0.08531053941118347
10,nm,rm,394,105886,251997,0.42018754191518154
10,nm,ad,257,38004,251997,0.15081131918237123
10,nm,xm,4,1570,251997,0.006230232899598011
10,am,fl_L,52,4490,49184,0.09128985035783994
10,am,fl_R,56,4929,49184,0.10021551724137931
10,am,ml_L,34,2706,49184,0.055017891997397525
10,am,ml_R,46,4071,49184,0.08277081977878985
10,am,hl_L,44,3551,49184,0.07219827586206896
10,am,hl_R,50,4168,49184,0.08474300585556278
10,am,wm,132,10061,49184,0.20455839297332465
10,am,hm,60,4761,49184,0.09679977228366948
10,am,nm,391,33706,49184,0.685304163955758
10,am,am,783,49184,49184,1.0
10,am,pm,88,6185,49184,0.12575227716330514
10,am,rm,189,19120,49184,0.38874430709173713
10,am,ad,105,8495,49184,0.17271877033181524
10,am,xm,5,916,49184,0.01862394274560833
10,pm,fl_L,26,3778,108429,0.03484307703658615
10,pm,fl_R,31,3718,108429,0.03428971953997547
10,pm,ml_L,20,1652,108429,0.015235776406680869
10,pm,ml_R,24,1331,108429,0.012275313799813703
10,pm,hl_L,19,623,108429,0.005745695339807616
10,pm,hl_R,19,712,108429,0.0065665089597801325
10,pm,wm,24,1334,108429,0.012302981674644237
10,pm,hm,16,968,108429,0.008927500945319057
10,pm,nm,93,12863,108429,0.11863062464838742
10,pm,am,88,12611,108429,0.11630652316262255
10,pm,pm,665,108429,108429,1.0
10,pm,rm,49,9983,108429,0.09206946481107453
10,pm,ad,36,1521,108429,0.014027612539080874
10,pm,xm,3,47,108429,0.00043346337234503684
10,rm,fl_L,28,2625,36862,0.07121154576528675
10,rm,fl_R,29,2510,36862,0.06809180185556941
10,rm,ml_L,14,863,36862,0.023411643426835223
10,rm,ml_R,14,982,36862,0.02663990016819489
10,rm,hl_L,15,801,36862,0.021729694536378928
10,rm,hl_R,14,1487,36862,0.04033964516304053
10,rm,wm,139,5976,36862,0.1621181704736585
10,rm,hm,87,6851,36862,0.18585535239542075
10,rm,nm,394,31070,36862,0.8428734197818892
10,rm,am,189,21115,36862,0.5728121100320113
10,rm,pm,49,4726,36862,0.12820791058542672
10,rm,rm,534,36862,36862,1.0
10,rm,ad,67,3749,36862,0.10170365145678477
10,rm,xm,2,67,36862,0.0018175899300092236
10,ad,fl_L,70,11367,652565,0.01741895443365795
10,ad,fl_R,60,11071,652565,0.016965359772589703
10,ad,ml_L,134,18651,652565,0.028581060890486006
10,ad,ml_R,129,18331,652565,0.02809068828392574
10,ad,hl_L,315,102928,652565,0.15772834890010956
10,ad,hl_R,291,77408,652565,0.11862113352692835
10,ad,wm,511,63932,652565,0.09797031713315915
10,ad,hm,304,58964,652565,0.09035728241631102
10,ad,nm,257,29577,652565,0.04532422057572809
10,ad,am,105,21730,652565,0.03329936481423307
10,ad,pm,36,15339,652565,0.02350570441258725
10,ad,rm,67,7416,652565,0.011364385157034165
10,ad,ad,2277,652565,652565,1.0
10,ad,xm,57,40368,652565,0.06186050431757756
10,xm,fl_L,4,51,4243,0.012019797313221777
10,xm,fl_R,1,14,4243,0.0032995522036295072
10,xm,ml_L,19,650,4243,0.15319349516851286
10,xm,ml_R,16,569,4243,0.13410322884751355
10,xm,hl_L,14,302,4243,0.07117605467829366
10,xm,hl_R,16,316,4243,0.07447560688192317
10,xm,wm,31,1116,4243,0.26302144708932357
10,xm,hm,6,110,4243,0.02592505302851756
10,xm,nm,4,70,4243,0.01649776101814754
10,xm,am,5,83,4243,0.019561630921517793
10,xm,pm,3,43,4243,0.010134338911147773
10,xm,rm,2,29,4243,0.006834786707518265
10,xm,ad,57,2316,4243,0.5458402074004243
10,xm,xm,105,4243,4243,1.0
