dataset,versioned_body_id,bodyId,type,instance,leg_position_from_subclass,subclass,somaSide,rootSide,somaNeuromere,exitNerve,superclass,mancBodyid,mancType,mancSerial,mcnsSerial,serialMotif,matchingNotes,status,statusLabel,leg,joint,anatomical_action,action_source,muscle_label_available,action_known,muscle_identity_evidence,legacy_targets,legacy_match_count,physiological_action_in_this_cell_measured
male-cns:v1.0,male-cns:v1.0:911453,911453,ltm MN,ltm MN_L,front,fl,L,,T1,ProLN,vnc_motor,173560,ltm MN,,,,,Traced,Reviewed,T1L,long_tendon,long_tendon_pull_muscle1_or2_unresolved,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr extensor,1,False
male-cns:v1.0,male-cns:v1.0:818553,818553,ltm1-tibia MN,ltm1-tibia MN_L,front,fl,L,,T1,ProLN,vnc_motor,13952,ltm1-tibia MN,10811.0,804741.0,,,Traced,Reviewed,T1L,long_tendon,long_tendon_pull_tibia_muscle,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm1-tibia,1,False
male-cns:v1.0,male-cns:v1.0:822047,822047,ltm1-tibia MN,ltm1-tibia MN_L,front,fl,L,,T1,ProLN,vnc_motor,19092,ltm1-tibia MN,13241.0,858248.0,,,Traced,Reviewed,T1L,long_tendon,long_tendon_pull_tibia_muscle,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm,1,False
male-cns:v1.0,male-cns:v1.0:805309,805309,ltm2-femur MN,ltm2-femur MN_L,front,fl,L,,T1,ProLN,vnc_motor,20612,ltm2-femur MN,,,,,Traced,Reviewed,T1L,long_tendon,long_tendon_pull_femur_muscle,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm1-tibia,1,False
male-cns:v1.0,male-cns:v1.0:1050615112,1050615112,ltm2-femur MN,ltm2-femur MN_L,front,fl,L,,T1,ProLN,vnc_motor,15818,ltm2-femur MN,14343.0,815498.0,,,Traced,Reviewed,T1L,long_tendon,long_tendon_pull_femur_muscle,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm2-femur,1,False
male-cns:v1.0,male-cns:v1.0:1050340850,1050340850,,,front,fl,R,,T1,ProLN,vnc_motor,16658,,,,,,Traced,Reviewed,T1R,unknown,unknown,no_named_muscle_type,False,False,unresolved_current_type,ltm,1,False
male-cns:v1.0,male-cns:v1.0:1052407897,1052407897,,,front,fl,R,,T1,ProLN,vnc_motor,16203,,,,,,Traced,Reviewed,T1R,unknown,unknown,no_named_muscle_type,False,False,unresolved_current_type,,0,False
male-cns:v1.0,male-cns:v1.0:817509,817509,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,12761,Acc. ti flexor MN,12761.0,809670.0,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:833140,833140,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,16897,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta depressor,1,False
male-cns:v1.0,male-cns:v1.0:837745,837745,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,15367,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:909713,909713,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,16492,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta depressor,1,False
male-cns:v1.0,male-cns:v1.0:1050005026,1050005026,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,154804,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta depressor,1,False
male-cns:v1.0,male-cns:v1.0:1050091581,1050091581,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,18963,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050126678,1050126678,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,14824,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050156705,1050156705,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,19048,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050268065,1050268065,Acc. ti flexor MN,Acc. ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,20605,Acc. ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:807873,807873,Acc. tr flexor MN,Acc. tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,16400,Acc. tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A9 pp27-28,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050306082,1050306082,Acc. tr flexor MN,Acc. tr flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,13563,Acc. tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A9 pp27-28,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050349786,1050349786,Acc. tr flexor MN,Acc. tr flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,22729,Acc. tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A9 pp27-28,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:803830,803830,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,ProLN,vnc_motor,24050,Fe reductor MN,14949.0,,,,Traced,Reviewed,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:806898,806898,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,ProLN,vnc_motor,18983,Fe reductor MN,,,,,Traced,Reviewed,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:811652,811652,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,ProLN,vnc_motor,11226,Fe reductor MN,,,,,Traced,Prelim Roughly traced,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:813566,813566,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,ProLN,vnc_motor,12891,Fe reductor MN,,,,,Traced,Reviewed,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:817595,817595,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,VProN,vnc_motor,29484,Fe reductor MN,28884.0,,,,Traced,Reviewed,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:835074,835074,Fe reductor MN,Fe reductor MN_R,front,fl,R,,T1,VProN,vnc_motor,28884,Fe reductor MN,28884.0,,,,Traced,Reviewed,T1R,trochanter-femur,unknown,Azevedo 2024 Appendix A1 p3; A10 pp29-30,True,False,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Fe reductor,1,False
male-cns:v1.0,male-cns:v1.0:803314,803314,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,front,fl,R,,T1,ProAN,vnc_motor,16419,Pleural remotor/abductor MN,12096.0,800776.0,,,Traced,Reviewed,T1R,thorax-coxa,coxa_posterior_and_lateral_movement,Azevedo 2024 Appendix A1 p2; A4 pp18-19,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Pleural remotor/abductor,1,False
male-cns:v1.0,male-cns:v1.0:805313,805313,Pleural remotor/abductor MN,Pleural remotor/abductor MN_R,front,fl,R,,T1,ProAN,vnc_motor,21241,Pleural remotor/abductor MN,13628.0,800541.0,,,Traced,Reviewed,T1R,thorax-coxa,coxa_posterior_and_lateral_movement,Azevedo 2024 Appendix A1 p2; A4 pp18-19,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Sternal posterior rotator,1,False
male-cns:v1.0,male-cns:v1.0:815854,815854,Sternal adductor MN,Sternal adductor MN_R,front,fl,R,,T1,ProAN,vnc_motor,21718,Sternal adductor MN,13817.0,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_medial_movement,Azevedo 2024 Appendix A1 p3; A3 p17,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Sternal adductor,1,False
male-cns:v1.0,male-cns:v1.0:801469,801469,Sternal anterior rotator MN,Sternal anterior rotator MN_R,front,fl,R,,T1,VProN,vnc_motor,16209,Sternal anterior rotator MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p3; A3 p17,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:801918,801918,Sternal anterior rotator MN,Sternal anterior rotator MN_R,front,fl,R,,T1,VProN,vnc_motor,13300,Sternal anterior rotator MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p3; A3 p17,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Sternal anterior rotator,1,False
male-cns:v1.0,male-cns:v1.0:805410,805410,Sternal posterior rotator MN,Sternal posterior rotator MN_R,front,fl,R,,T1,ProAN,vnc_motor,13942,Sternal posterior rotator MN,11400.0,800962.0,,,Traced,Reviewed,T1R,thorax-coxa,coxa_posterior_movement_or_axial_rotation,Azevedo 2024 Appendix A1 p3; A4 pp18-19,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Sternal posterior rotator,1,False
male-cns:v1.0,male-cns:v1.0:808011,808011,Sternal posterior rotator MN,Sternal posterior rotator MN_R,front,fl,R,,T1,ProAN,vnc_motor,21241,Sternal posterior rotator MN,21241.0,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_posterior_movement_or_axial_rotation,Azevedo 2024 Appendix A1 p3; A4 pp18-19,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Sternal posterior rotator,1,False
male-cns:v1.0,male-cns:v1.0:801079,801079,Sternotrochanter MN,Sternotrochanter MN_R,front,fl,R,,T1,VProN,vnc_motor,18440,Sternotrochanter MN,18006.0,800504.0,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A6 pp22-23,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:803698,803698,Sternotrochanter MN,Sternotrochanter MN_R,front,fl,R,,T1,VProN,vnc_motor,13819,Sternotrochanter MN,13069.0,801375.0,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A6 pp22-23,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:825721,825721,Ta depressor MN,Ta depressor MN_R,front,fl,R,,T1,ProLN,vnc_motor,15434,Ta depressor MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,extension_push_from_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta depressor,1,False
male-cns:v1.0,male-cns:v1.0:1050248133,1050248133,Ta depressor MN,Ta depressor MN_R,front,fl,R,,T1,ProLN,vnc_motor,20373,Ta depressor MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,extension_push_from_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050380236,1050380236,Ta depressor MN,Ta depressor MN_R,front,fl,R,,T1,ProLN,vnc_motor,26658,Ta depressor MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,extension_push_from_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:1050815462,1050815462,Ta depressor MN,Ta depressor MN_R,front,fl,R,,T1,ProLN,vnc_motor,26777,Ta depressor MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,extension_push_from_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:817210,817210,Ta levator MN,Ta levator MN_R,front,fl,R,,T1,ProLN,vnc_motor,16346,Ta levator MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,flexion_toward_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta levator,1,False
male-cns:v1.0,male-cns:v1.0:820110,820110,Ta levator MN,Ta levator MN_R,front,fl,R,,T1,ProLN,vnc_motor,19751,Ta levator MN,13036.0,,,,Traced,Reviewed,T1R,tibia-tarsus,flexion_toward_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta levator,1,False
male-cns:v1.0,male-cns:v1.0:820896,820896,Ta levator MN,Ta levator MN_R,front,fl,R,,T1,ProLN,vnc_motor,15446,Ta levator MN,,,,,Traced,Reviewed,T1R,tibia-tarsus,flexion_toward_substrate,Azevedo 2024 Appendix A1 p4; A17 pp41-42,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ta levator,1,False
male-cns:v1.0,male-cns:v1.0:801824,801824,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,front,fl,R,,T1,DProN,vnc_motor,11706,Tergopleural/Pleural promotor MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p2; A2 pp15-16,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti extensor,1,False
male-cns:v1.0,male-cns:v1.0:802072,802072,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,front,fl,R,,T1,DProN,vnc_motor,12628,Tergopleural/Pleural promotor MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p2; A2 pp15-16,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergopleural/Pleural promotor,1,False
male-cns:v1.0,male-cns:v1.0:805745,805745,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,front,fl,R,,T1,DProN,vnc_motor,20386,Tergopleural/Pleural promotor MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p2; A2 pp15-16,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergopleural/Pleural promotor,1,False
male-cns:v1.0,male-cns:v1.0:810535,810535,Tergopleural/Pleural promotor MN,Tergopleural/Pleural promotor MN_R,front,fl,R,,T1,DProN,vnc_motor,13464,Tergopleural/Pleural promotor MN,,,,,Traced,Reviewed,T1R,thorax-coxa,coxa_anterior_movement,Azevedo 2024 Appendix A1 p2; A2 pp15-16,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergopleural/Pleural promotor,1,False
male-cns:v1.0,male-cns:v1.0:804866,804866,Tergotr. MN,Tergotr. MN_R,front,fl,R,,T1,VProN,vnc_motor,19443,Tergotr. MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A5 pp20-21,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergotr.,1,False
male-cns:v1.0,male-cns:v1.0:817347,817347,Tergotr. MN,Tergotr. MN_R,front,fl,R,,T1,VProN,vnc_motor,23553,Tergotr. MN,13434.0,,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A5 pp20-21,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergotr.,1,False
male-cns:v1.0,male-cns:v1.0:909521,909521,Tergotr. MN,Tergotr. MN_R,front,fl,R,,T1,VProN,vnc_motor,37234,Tergotr. MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A5 pp20-21,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:924716,924716,Tergotr. MN,Tergotr. MN_R,front,fl,R,,T1,VProN,vnc_motor,,Tergotr. MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A5 pp20-21,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:804257,804257,Ti extensor MN,Ti extensor MN_R,front,fl,R,,T1,ProLN,vnc_motor,13115,Ti extensor MN,10347.0,800158.0,,,Traced,Reviewed,T1R,femur-tibia,extension,Azevedo 2024 Appendix A1 p3; A11 p31,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti extensor,1,False
male-cns:v1.0,male-cns:v1.0:815678,815678,Ti extensor MN,Ti extensor MN_R,front,fl,R,,T1,ProLN,vnc_motor,22126,Ti extensor MN,10737.0,800621.0,,,Traced,Reviewed,T1R,femur-tibia,extension,Azevedo 2024 Appendix A1 p3; A11 p31,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tergotr.,1,False
male-cns:v1.0,male-cns:v1.0:810098,810098,Ti flexor MN,Ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,14848,Ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 p3; A12 pp32-33,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:821635,821635,Ti flexor MN,Ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,13399,Ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 p3; A12 pp32-33,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:827188,827188,Ti flexor MN,Ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,,Ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 p3; A12 pp32-33,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:1050031705,1050031705,Ti flexor MN,Ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,,Ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 p3; A12 pp32-33,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:1050189039,1050189039,Ti flexor MN,Ti flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,13283,Ti flexor MN,,,,,Traced,Reviewed,T1R,femur-tibia,flexion,Azevedo 2024 Appendix A1 p3; A12 pp32-33,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Ti flexor,1,False
male-cns:v1.0,male-cns:v1.0:818842,818842,Tr extensor MN,Tr extensor MN_R,front,fl,R,,T1,ProLN,vnc_motor,27028,Tr extensor MN,17930.0,807906.0,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A6 pp22-23,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr extensor,1,False
male-cns:v1.0,male-cns:v1.0:838321,838321,Tr extensor MN,Tr extensor MN_R,front,fl,R,,T1,ProAN,vnc_motor,14536,Tr extensor MN,10866.0,803412.0,,,Traced,Reviewed,T1R,coxa-trochanter,extension,Azevedo 2024 Appendix A1 p3; A6 pp22-23,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr extensor,1,False
male-cns:v1.0,male-cns:v1.0:816648,816648,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,39951,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,,0,False
male-cns:v1.0,male-cns:v1.0:817640,817640,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,14783,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Acc. tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:818719,818719,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,41353,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:820130,820130,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,41933,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:820668,820668,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,VProN,vnc_motor,19886,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:903010,903010,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProAN,vnc_motor,21612,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:914655,914655,Tr flexor MN,Tr flexor MN_R,front,fl,R,,T1,ProLN,vnc_motor,20673,Tr flexor MN,,,,,Traced,Reviewed,T1R,coxa-trochanter,flexion,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,Tr flexor,1,False
male-cns:v1.0,male-cns:v1.0:860084,860084,ltm MN,ltm MN_R,front,fl,R,,T1,ProLN,vnc_motor,11786,ltm MN,11786.0,822274.0,,,Traced,Reviewed,T1R,long_tendon,long_tendon_pull_muscle1_or2_unresolved,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm,1,False
male-cns:v1.0,male-cns:v1.0:924189,924189,ltm MN,ltm MN_R,front,fl,R,,T1,ProLN,vnc_motor,154803,ltm MN,23016.0,,,,Traced,Reviewed,T1R,long_tendon,long_tendon_pull_muscle1_or2_unresolved,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm,1,False
male-cns:v1.0,male-cns:v1.0:1050013851,1050013851,ltm MN,ltm MN_R,front,fl,R,,T1,ProLN,vnc_motor,15317,ltm MN,,,,,Traced,Reviewed,T1R,long_tendon,long_tendon_pull_muscle1_or2_unresolved,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,True,True,current_MaleCNS_type_annotation; T1_cross_volume_target; T2_T3_serial_homology,ltm2-femur,1,False
